137735	ABRA
29	ABR
29777	ABT1
80325	ABTB1
25841	ABTB2
30	ACAA1
10449	ACAA2
31	ACACA
32	ACACB
80724	ACAD10
84129	ACAD11
27034	ACAD8
28976	ACAD9
33	ACADL
34	ACADM
36	ACADSB
35	ACADS
37	ACADVL
176	ACAN
9744	ACAP1
23527	ACAP2
116983	ACAP3
38	ACAT1
39	ACAT2
64746	ACBD3
79777	ACBD4
91452	ACBD5
84320	ACBD6
414149	ACBD7
40	ASIC2
41	ASIC1
9311	ASIC3
55515	ASIC4
51802	ASIC5
390110	ACCSL
84680	ACCS
65057	ACD
59272	ACE2
125981	ACER1
340485	ACER2
55331	ACER3
1636	ACE
43	ACHE
22985	ACIN1
47	ACLY
130013	ACMSD
57001	SDHAF3
48	ACO1
50	ACO2
26027	ACOT11
134526	ACOT12
55856	ACOT13
641371	ACOT1
10965	ACOT2
122970	ACOT4
641372	ACOT6
11332	ACOT7
10005	ACOT8
23597	ACOT9
51	ACOX1
8309	ACOX2
8310	ACOX3
55289	ACOXL
52	ACP1
53	ACP2
54	ACP5
51205	ACP6
92370	PXYLP1
55	ACPP
93650	ACPT
84519	ACRBP
93953	ACRC
56	ACRV1
49	ACR
23205	ACSBG1
81616	ACSBG2
80221	ACSF2
197322	ACSF3
2180	ACSL1
2181	ACSL3
2182	ACSL4
51703	ACSL5
23305	ACSL6
116285	ACSM1
123876	ACSM2A
348158	ACSM2B
6296	ACSM3
341392	ACSM4
54988	ACSM5
84532	ACSS1
55902	ACSS2
79611	ACSS3
58	ACTA1
59	ACTA2
345651	ACTBL2
60	ACTB
70	ACTC1
71	ACTG1
72	ACTG2
86	ACTL6A
51412	ACTL6B
10881	ACTL7A
10880	ACTL7B
81569	ACTL8
284382	ACTL9
87	ACTN1
88	ACTN2
89	ACTN3
81	ACTN4
55860	ACTR10
10121	ACTR1A
10120	ACTR1B
10097	ACTR2
57180	ACTR3B
653857	ACTR3C
10096	ACTR3
79913	ACTR5
64431	ACTR6
93973	ACTR8
139741	ACTRT1
140625	ACTRT2
91	ACVR1B
130399	ACVR1C
90	ACVR1
92	ACVR2A
93	ACVR2B
94	ACVRL1
95	ACY1
91703	ACY3
97	ACYP1
98	ACYP2
132612	ADAD1
161931	ADAD2
161823	ADAL
102	ADAM10
4185	ADAM11
8038	ADAM12
8751	ADAM15
6868	ADAM17
8749	ADAM18
8728	ADAM19
8748	ADAM20
145241	ADAM21P1
8747	ADAM21
53616	ADAM22
8745	ADAM23
10863	ADAM28
11086	ADAM29
2515	ADAM2
11085	ADAM30
203102	ADAM32
80332	ADAM33
1587	ADAM3A
255926	ADAM5
8755	ADAM6
8756	ADAM7
101	ADAM8
8754	ADAM9
27299	ADAMDEC1
81794	ADAMTS10
81792	ADAMTS12
11093	ADAMTS13
140766	ADAMTS14
170689	ADAMTS15
170690	ADAMTS16
170691	ADAMTS17
170692	ADAMTS18
171019	ADAMTS19
9510	ADAMTS1
80070	ADAMTS20
9509	ADAMTS2
9508	ADAMTS3
9507	ADAMTS4
11096	ADAMTS5
11174	ADAMTS6
11173	ADAMTS7
11095	ADAMTS8
56999	ADAMTS9
92949	ADAMTSL1
9719	ADAMTSL2
57188	ADAMTSL3
54507	ADAMTSL4
339366	ADAMTSL5
11033	ADAP1
55803	ADAP2
104	ADARB1
105	ADARB2
103	ADAR
23536	ADAT1
134637	ADAT2
113179	ADAT3
100	ADA
57143	ADCK1
90956	ADCK2
79934	ADCK4
203054	ADCK5
55811	ADCY10
107	ADCY1
108	ADCY2
109	ADCY3
196883	ADCY4
111	ADCY5
112	ADCY6
113	ADCY7
114	ADCY8
115	ADCY9
117	ADCYAP1R1
116	ADCYAP1
113451	AZIN2
118	ADD1
119	ADD2
120	ADD3
124	ADH1A
125	ADH1B
126	ADH1C
127	ADH4
128	ADH5
130	ADH6
131	ADH7
137872	ADHFE1
55256	ADI1
149685	ADIG
9370	ADIPOQ
51094	ADIPOR1
79602	ADIPOR2
132	ADK
79924	ADM2
133	ADM
22850	ADNP2
23394	ADNP
134	ADORA1
135	ADORA2A
136	ADORA2B
140	ADORA3
84890	ADO
83440	ADPGK
113622	ADPRHL1
54936	ADPRHL2
141	ADPRH
148	ADRA1A
147	ADRA1B
146	ADRA1D
150	ADRA2A
151	ADRA2B
152	ADRA2C
153	ADRB1
154	ADRB2
155	ADRB3
156	ADRBK1
157	ADRBK2
11047	ADRM1
158	ADSL
122622	ADSSL1
159	ADSS
165	AEBP1
121536	AEBP2
64782	AEN
166	AES
134265	AFAP1L1
84632	AFAP1L2
60312	AFAP1
246182	AKR7A2P1
4299	AFF1
2334	AFF2
3899	AFF3
27125	AFF4
172	AFG3L1P
10939	AFG3L2
125061	AFMID
173	AFM
174	AFP
54812	AFTPH
387763	C11ORF96
119385	AGAP11
116987	AGAP1
116986	AGAP2
116988	AGAP3
119016	AGAP4
729092	AGAP5
414189	AGAP6
653268	AGAP7P
175	AGA
123624	AGBL1
79841	AGBL2
340351	AGBL3
84871	AGBL4
60509	AGBL5
177	AGER
3267	AGFG1
3268	AGFG2
55109	AGGF1
55750	AGK
178	AGL
79814	AGMAT
10554	AGPAT1
10555	AGPAT2
56894	AGPAT3
56895	AGPAT4
55326	AGPAT5
137964	GPAT4
84803	GPAT3
123688	HYKK
8540	AGPS
10551	AGR2
155465	AGR3
375790	AGRN
181	AGRP
23287	AGTPBP1
185	AGTR1
186	AGTR2
57085	AGTRAP
183	AGT
64850	ETNPPL
85007	PHYKPL
64902	AGXT2
189	AGXT
25909	AHCTF1
10768	AHCYL1
23382	AHCYL2
191	AHCY
27245	AHDC1
54806	AHI1
113146	AHNAK2
79026	AHNAK
57491	AHRR
196	AHR
10598	AHSA1
130872	AHSA2
197	AHSG
51327	AHSP
57379	AICDA
64853	AIDA
83543	AIF1L
199	AIF1
9131	AIFM1
84883	AIFM2
150209	AIFM3
51390	AIG1
55057	AIM1L
202	AIM1
9447	AIM2
9255	AIMP1
7965	AIMP2
23746	AIPL1
9049	AIP
326	AIRE
55966	AJAP1
203	AK1
204	AK2
205	AK4
50808	AK3
26289	AK5
122481	AK7
11216	AKAP10
11215	AKAP11
9590	AKAP12
11214	AKAP13
158798	AKAP14
8165	AKAP1
11217	AKAP2
10566	AKAP3
8852	AKAP4
9495	AKAP5
9472	AKAP6
9465	AKAP7
26993	AKAP8L
10270	AKAP8
10142	AKAP9
221264	AK9
79647	AKIRIN1
55122	AKIRIN2
254268	AKNAD1
80709	AKNA
10327	AKR1A1
57016	AKR1B10
441282	AKR1B15
231	AKR1B1
1645	AKR1C1
1646	AKR1C2
8644	AKR1C3
1109	AKR1C4
340811	AKR1C8P
6718	AKR1D1
83592	AKR1E2
8574	AKR7A2
22977	AKR7A3
246181	AKR7L
84335	AKT1S1
207	AKT1
208	AKT2
10000	AKT3
64400	AKTIP
210	ALAD
211	ALAS1
212	ALAS2
213	ALB
214	ALCAM
126133	ALDH16A1
5832	ALDH18A1
216	ALDH1A1
8854	ALDH1A2
220	ALDH1A3
219	ALDH1B1
10840	ALDH1L1
160428	ALDH1L2
217	ALDH2
218	ALDH3A1
224	ALDH3A2
221	ALDH3B1
222	ALDH3B2
8659	ALDH4A1
7915	ALDH5A1
4329	ALDH6A1
501	ALDH7A1
64577	ALDH8A1
223	ALDH9A1
226	ALDOA
229	ALDOB
230	ALDOC
144245	ALG10B
84920	ALG10
440138	ALG11
79087	ALG12
79868	ALG13
199857	ALG14
644974	ALG1L2
200810	ALG1L
56052	ALG1
85365	ALG2
10195	ALG3
29880	ALG5
29929	ALG6
79053	ALG8
79796	ALG9
8846	ALKBH1
121642	ALKBH2
221120	ALKBH3
54784	ALKBH4
54890	ALKBH5
84964	ALKBH6
84266	ALKBH7
91801	ALKBH8
238	ALK
55821	ALLC
200420	ALMS1P1
7840	ALMS1
242	ALOX12B
245	ALOX12P2
239	ALOX12
247	ALOX15B
246	ALOX15
241	ALOX5AP
240	ALOX5
59344	ALOXE3
248	ALPI
80216	ALPK1
115701	ALPK2
57538	ALPK3
249	ALPL
251	ALPPL2
250	ALPP
259173	ALS2CL
151254	ALS2CR11
130540	ALS2CR12
65062	TMEM237
79800	CARF
57679	ALS2
8092	ALX1
257	ALX3
60529	ALX4
83650	SLC35G5
643664	SLC35G6
146861	SLC35G3
23600	AMACR
258	AMBN
259	AMBP
55626	AMBRA1
262	AMD1
144193	AMDHD1
51005	AMDHD2
265	AMELX
266	AMELY
267	AMFR
269	AMHR2
268	AMH
120425	JAML
57463	AMIGO1
347902	AMIGO2
386724	AMIGO3
83607	AMMECR1L
9949	AMMECR1
196394	AMN1
81693	AMN
154810	AMOTL1
51421	AMOTL2
154796	AMOT
270	AMPD1
271	AMPD2
272	AMPD3
273	AMPH
401138	AMTN
275	AMT
276	AMY1A
279	AMY2A
280	AMY2B
155185	AMZ1
201283	AMZ2P1
51321	AMZ2
10393	ANAPC10
51529	ANAPC11
25847	ANAPC13
119504	ANAPC16
64682	ANAPC1
29882	ANAPC2
29945	ANAPC4
51433	ANAPC5
51434	ANAPC7
23357	ANGEL1
90806	ANGEL2
284	ANGPT1
285	ANGPT2
51378	ANGPT4
9068	ANGPTL1
23452	ANGPTL2
27329	ANGPTL3
51129	ANGPTL4
253935	ANGPTL5
83854	ANGPTL6
10218	ANGPTL7
283	ANG
286	ANK1
287	ANK2
288	ANK3
150709	ANKAR
348094	ANKDD1A
162282	ANKFN1
51479	ANKFY1
404734	ANKHD1-EIF4EBP3
54882	ANKHD1
56172	ANKH
54467	ANKIB1
255239	ANKK1
126549	ANKLE1
23141	ANKLE2
51281	ANKMY1
57037	ANKMY2
57763	ANKRA2
55608	ANKRD10
29123	ANKRD11
23253	ANKRD12
88455	ANKRD13A
124930	ANKRD13B
81573	ANKRD13C
338692	ANKRD13D
54522	ANKRD16
26057	ANKRD17
138649	ANKRD19P
27063	ANKRD1
441425	ANKRD20A3
728747	ANKRD20A4
729171	ANKRD20A8P
118932	ANKRD22
200539	ANKRD23
170961	ANKRD24
124149	ANKRD26P1
22852	ANKRD26
84079	ANKRD27
23243	ANKRD28
147463	ANKRD29
26287	ANKRD2
91074	ANKRD30A
374860	ANKRD30B
256006	ANKRD31
84250	SLF1
341405	ANKRD33
284615	ANKRD34A
340120	ANKRD34B
390616	ANKRD34C
148741	ANKRD35
84832	ANKRD36BP1
57730	ANKRD36B
375248	ANKRD36
353322	ANKRD37
51239	ANKRD39
91369	ANKRD40
338699	ANKRD42
134548	SOWAHA
91526	ANKRD44
339416	ANKRD45
157567	ANKRD46
54851	ANKRD49
57182	ANKRD50
283373	ANKRD52
79998	ANKRD53
129138	ANKRD54
79722	ANKRD55
345079	SOWAHB
65124	SOWAHC
347454	SOWAHD
63926	ANKEF1
22881	ANKRD6
56311	ANKRD7
122416	ANKRD9
23294	ANKS1A
56899	ANKS1B
124401	ANKS3
257629	ANKS4B
203286	ANKS6
55139	ANKZF1
54443	ANLN
55129	ANO10
55107	ANO1
57101	ANO2
63982	ANO3
121601	ANO4
203859	ANO5
196527	ANO6
50636	ANO7
57719	ANO8
338440	ANO9
8125	ANP32A
10541	ANP32B
23520	ANP32C
23519	ANP32D
81611	ANP32E
290	ANPEP
84168	ANTXR1
118429	ANTXR2
195977	ANTXRL
93550	ZFAND4
11199	ANXA10
311	ANXA11
312	ANXA13
301	ANXA1
303	ANXA2P1
304	ANXA2P2
305	ANXA2P3
302	ANXA2
306	ANXA3
307	ANXA4
308	ANXA5
309	ANXA6
310	ANXA7
728113	ANXA8L1
653145	ANXA8
8416	ANXA9
313	AOAH
314	AOC2
8639	AOC3
316	AOX1
344454	AOX2P
55435	AP1AR
162	AP1B1
164	AP1G1
8906	AP1G2
8907	AP1M1
10053	AP1M2
1174	AP1S1
8905	AP1S2
130340	AP1S3
160	AP2A1
161	AP2A2
163	AP2B1
1173	AP2M1
1175	AP2S1
8546	AP3B1
8120	AP3B2
8943	AP3D1
26985	AP3M1
10947	AP3M2
1176	AP3S1
10239	AP3S2
10717	AP4B1
23431	AP4E1
9179	AP4M1
11154	AP4S1
317	APAF1
320	APBA1
321	APBA2
9546	APBA3
54518	APBB1IP
322	APBB1
323	APBB2
10307	APBB3
10297	APC2
164284	APCDD1L
147495	APCDD1
325	APCS
324	APC
327	APEH
328	APEX1
27301	APEX2
51107	APH1A
83464	APH1B
8539	API5
51074	APIP
378708	APITD1
200558	APLF
187	APLNR
8862	APLN
333	APLP1
334	APLP2
128240	APOA1BP
335	APOA1
336	APOA2
337	APOA4
116519	APOA5
55911	APOBR
339	APOBEC1
10930	APOBEC2
200315	APOBEC3A
9582	APOBEC3B
27350	APOBEC3C
140564	APOBEC3D
200316	APOBEC3F
60489	APOBEC3G
164668	APOBEC3H
403314	APOBEC4
338	APOB
342	APOC1P1
341	APOC1
344	APOC2
345	APOC3
346	APOC4
347	APOD
348	APOE
319	APOF
350	APOH
8542	APOL1
23780	APOL2
80833	APOL3
80832	APOL4
80831	APOL5
80830	APOL6
81575	APOLD1
55937	APOM
139322	APOOL
79135	APOO
10513	APPBP2
26060	APPL1
55198	APPL2
351	APP
353	APRT
54840	APTX
89872	AQP10
282679	AQP11
375318	AQP12A
653437	AQP12B
358	AQP1
359	AQP2
360	AQP3
361	AQP4
362	AQP5
363	AQP6
375719	AQP7P1
441432	AQP7P3
364	AQP7
343	AQP8
366	AQP9
206338	LVRN
9716	AQR
369	ARAF
116985	ARAP1
116984	ARAP2
64411	ARAP3
372	ARCN1
23237	ARC
374	AREG
375	ARF1
377	ARF3
378	ARF4
381	ARF5
382	ARF6
55738	ARFGAP1
84364	ARFGAP2
26286	ARFGAP3
10565	ARFGEF1
10564	ARFGEF2
27236	ARFIP1
23647	ARFIP2
10139	ARFRP1
383	ARG1
384	ARG2
503640	ARGFXP2
503582	ARGFX
55082	ARGLU1
79658	ARHGAP10
9824	ARHGAP11A
89839	ARHGAP11B
94134	ARHGAP12
55843	ARHGAP15
55114	ARHGAP17
93663	ARHGAP18
84986	ARHGAP19
392	ARHGAP1
57569	ARHGAP20
57584	ARHGAP21
58504	ARHGAP22
57636	ARHGAP23
83478	ARHGAP24
9938	ARHGAP25
23092	ARHGAP26
201176	ARHGAP27
79822	ARHGAP28
9411	ARHGAP29
257106	ARHGAP30
57514	ARHGAP31
9743	ARHGAP32
115703	ARHGAP33
158763	ARHGAP36
80728	ARHGAP39
143872	ARHGAP42
393	ARHGAP4
394	ARHGAP5
395	ARHGAP6
23779	ARHGAP8
64333	ARHGAP9
396	ARHGDIA
397	ARHGDIB
398	ARHGDIG
55160	ARHGEF10L
9639	ARHGEF10
9826	ARHGEF11
23365	ARHGEF12
22899	ARHGEF15
27237	ARHGEF16
9828	ARHGEF17
23370	ARHGEF18
128272	ARHGEF19
9138	ARHGEF1
9181	ARHGEF2
100271715	ARHGEF33
445328	ARHGEF35
389337	ARHGEF37
54848	ARHGEF38
50650	ARHGEF3
50649	ARHGEF4
7984	ARHGEF5
9459	ARHGEF6
8874	ARHGEF7
23229	ARHGEF9
8289	ARID1A
57492	ARID1B
196528	ARID2
1820	ARID3A
10620	ARID3B
138715	ARID3C
5926	ARID4A
51742	ARID4B
10865	ARID5A
84159	ARID5B
25820	ARIH1
10425	ARIH2
285598	ARL10
115761	ARL11
392509	ARL13A
200894	ARL13B
80117	ARL14
54622	ARL15
339231	ARL16
51326	ARL17A
400	ARL1
23568	ARL2BP
402	ARL2
403	ARL3
10124	ARL4A
10123	ARL4C
379	ARL4D
26225	ARL5A
221079	ARL5B
390790	ARL5C
23204	ARL6IP1
51329	ARL6IP4
10550	ARL6IP5
151188	ARL6IP6
84100	ARL6
127829	ARL8A
55207	ARL8B
132946	ARL9
83787	ARMC10
55156	ARMC1
84071	ARMC2
219681	ARMC3
55130	ARMC4
79798	ARMC5
93436	ARMC6
79637	ARMC7
25852	ARMC8
80210	ARMC9
51309	ARMCX1
9823	ARMCX2
51566	ARMCX3
64860	ARMCX5
54470	ARMCX6
387715	ARMS2
9915	ARNT2
56938	ARNTL2
406	ARNTL
405	ARNT
10552	ARPC1A
10095	ARPC1B
10109	ARPC2
10094	ARPC3
10093	ARPC4
81873	ARPC5L
10092	ARPC5
84517	ACTRT3
10776	ARPP19
10777	ARPP21
407	ARR3
408	ARRB1
409	ARRB2
92714	ARRDC1
27106	ARRDC2
57561	ARRDC3
91947	ARRDC4
645432	ARRDC5
410	ARSA
411	ARSB
414	ARSD
415	ARSE
416	ARSF
22901	ARSG
347527	ARSH
340075	ARSI
79642	ARSJ
153642	ARSK
417	ART1
419	ART3
420	ART4
116969	ART5
9048	ARTN
64801	ARV1
421	ARVCF
170302	ARX
367	AR
57412	AS3MT
427	ASAH1
653308	ASAH2B
56624	ASAH2
79827	CLMP
29065	ASAP1-IT1
50807	ASAP1
8853	ASAP2
55616	ASAP3
136371	ASB10
140456	ASB11
142689	ASB12
79754	ASB13
142686	ASB14
142685	ASB15
92591	ASB16
127247	ASB17
401036	ASB18
51665	ASB1
51676	ASB2
51130	ASB3
51666	ASB4
140458	ASB5
140459	ASB6
140460	ASB7
140461	ASB8
140462	ASB9
51008	ASCC1
84164	ASCC2
10973	ASCC3
429	ASCL1
430	ASCL2
56676	ASCL3
121549	ASCL4
25842	ASF1A
55723	ASF1B
100126270	FMR1-AS1
432	ASGR1
433	ASGR2
55870	ASH1L
9070	ASH2L
434	ASIP
435	ASL
8623	ASMTL
438	ASMT
439	ASNA1
54529	ASNSD1
440	ASNS
443	ASPA
554235	ASPDH
374569	ASPG
253982	ASPHD1
57168	ASPHD2
444	ASPH
259266	ASPM
54829	ASPN
151516	ASPRV1
79058	ASPSCR1
80150	ASRGL1
445	ASS1
28990	ASTE1
431705	ASTL
460	ASTN1
23245	ASTN2
171023	ASXL1
55252	ASXL2
80816	ASXL3
136991	ASZ1
84896	ATAD1
54454	ATAD2B
29028	ATAD2
55210	ATAD3A
83858	ATAD3B
219293	ATAD3C
79915	ATAD5
85300	ATCAY
11101	ATE1
466	ATF1
1386	ATF2
467	ATF3
468	ATF4
22809	ATF5
1388	ATF6B
22926	ATF6
80063	ATF7IP2
55729	ATF7IP
11016	ATF7
83734	ATG10
9140	ATG12
55054	ATG16L1
89849	ATG16L2
23130	ATG2A
55102	ATG2B
64422	ATG3
115201	ATG4A
23192	ATG4B
84938	ATG4C
84971	ATG4D
9474	ATG5
10533	ATG7
79065	ATG9A
285973	ATG9B
80162	ATHL1
471	ATIC
51062	ATL1
64225	ATL2
25923	ATL3
23300	ATMIN
472	ATM
1822	ATN1
474	ATOH1
220202	ATOH7
84913	ATOH8
475	ATOX1
57194	ATP10A
23120	ATP10B
57205	ATP10D
23250	ATP11A
23200	ATP11B
286410	ATP11C
479	ATP12A
57130	ATP13A1
23400	ATP13A2
79572	ATP13A3
84239	ATP13A4
344905	ATP13A5
476	ATP1A1
477	ATP1A2
478	ATP1A3
480	ATP1A4
481	ATP1B1
482	ATP1B2
483	ATP1B3
23439	ATP1B4
487	ATP2A1
488	ATP2A2
489	ATP2A3
490	ATP2B1
491	ATP2B2
492	ATP2B3
493	ATP2B4
27032	ATP2C1
9914	ATP2C2
495	ATP4A
496	ATP4B
498	ATP5A1
506	ATP5B
509	ATP5C1
513	ATP5D
432369	ATP5EP2
514	ATP5E
515	ATP5F1
516	ATP5G1
517	ATP5G2
518	ATP5G3
10476	ATP5H
521	ATP5I
9551	ATP5J2
522	ATP5J
267020	ATP5L2
10632	ATP5L
539	ATP5O
55101	ATP5SL
27109	ATP5S
92270	ATP6AP1L
537	ATP6AP1
10159	ATP6AP2
535	ATP6V0A1
23545	ATP6V0A2
50617	ATP6V0A4
533	ATP6V0B
527	ATP6V0C
9114	ATP6V0D1
245972	ATP6V0D2
8992	ATP6V0E1
155066	ATP6V0E2
523	ATP6V1A
525	ATP6V1B1
526	ATP6V1B2
528	ATP6V1C1
245973	ATP6V1C2
51382	ATP6V1D
529	ATP6V1E1
90423	ATP6V1E2
9296	ATP6V1F
9550	ATP6V1G1
534	ATP6V1G2
127124	ATP6V1G3
51606	ATP6V1H
538	ATP7A
540	ATP7B
10396	ATP8A1
51761	ATP8A2
5205	ATP8B1
57198	ATP8B2
148229	ATP8B3
79895	ATP8B4
158381	ATP8B5P
10079	ATP9A
374868	ATP9B
64756	ATPAF1
91647	ATPAF2
89978	DPH6
93974	ATPIF1
84126	ATRIP
26033	ATRNL1
8455	ATRN
546	ATRX
545	ATR
25814	ATXN10
342371	ATXN1L
6310	ATXN1
11273	ATXN2L
6311	ATXN2
92552	ATXN3L
4287	ATXN3
222255	ATXN7L1
127002	ATXN7L2
552889	ATXN7L3B
56970	ATXN7L3
6314	ATXN7
6315	ATXN8OS
549	AUH
550	AUP1
54998	AURKAIP1
6791	AURKAPS1
6790	AURKA
9212	AURKB
6795	AURKC
26053	AUTS2
57099	AVEN
10677	AVIL
23080	AVL9
60370	AVPI1
552	AVPR1A
553	AVPR1B
554	AVPR2
551	AVP
158833	AWAT1
158835	AWAT2
8312	AXIN1
8313	AXIN2
558	AXL
563	AZGP1
22994	CEP131
64343	AZI2
51582	AZIN1
566	AZU1
567	B2M
8706	B3GALNT1
148789	B3GALNT2
8708	B3GALT1
8707	B3GALT2
8705	B3GALT4
10317	B3GALT5
126792	B3GALT6
145173	B3GLCT
27087	B3GAT1
135152	B3GAT2
26229	B3GAT3
11041	B4GAT1
10678	B3GNT2
10331	B3GNT3
79369	B3GNT4
84002	B3GNT5
192134	B3GNT6
93010	B3GNT7
374907	B3GNT8
84752	B3GNT9
146712	B3GNTL1
2583	B4GALNT1
124872	B4GALNT2
283358	B4GALNT3
338707	B4GALNT4
2683	B4GALT1
8704	B4GALT2
8703	B4GALT3
8702	B4GALT4
9334	B4GALT5
9331	B4GALT6
11285	B4GALT7
27077	B9D1
80776	B9D2
79870	BAALC
570	BAAT
23621	BACE1
25825	BACE2
571	BACH1
60468	BACH2
572	BAD
573	BAG1
9532	BAG2
9531	BAG3
9530	BAG4
9529	BAG5
85319	BAGE2
574	BAGE
57597	BAHCC1
22893	BAHD1
575	ADGRB1
576	ADGRB2
577	ADGRB3
55971	BAIAP2L1
80115	BAIAP2L2
10458	BAIAP2
8938	BAIAP3
578	BAK1
25805	BAMBI
8815	BANF1
140836	BANF2
55024	BANK1
54971	BANP
8314	BAP1
580	BARD1
56751	BARHL1
343472	BARHL2
56033	BARX1
8538	BARX2
317716	BPIFA4P
10409	BASP1
7919	DDX39B
84726	PRRC2B
23215	PRRC2C
7916	PRRC2A
7917	BAG6
7918	GPANK1
7920	ABHD16A
116071	BATF2
55509	BATF3
10538	BATF
581	BAX
11177	BAZ1A
9031	BAZ1B
11176	BAZ2A
29994	BAZ2B
27113	BBC3
8424	BBOX1
79738	BBS10
166379	BBS12
582	BBS1
583	BBS2
585	BBS4
129880	BBS5
55212	BBS7
27241	BBS9
56987	BBX
4059	BCAM
63827	BCAN
55973	BCAP29
10134	BCAP31
9564	BCAR1
8412	BCAR3
400500	BCAR4
8537	BCAS1
10286	BCAS2
54828	BCAS3
55653	BCAS4
586	BCAT1
587	BCAT2
56647	BCCIP
144233	BCDIN3D
590	BCHE
593	BCKDHA
594	BCKDHB
10295	BCKDK
8915	BCL10
53335	BCL11A
64919	BCL11B
597	BCL2A1
10017	BCL2L10
10018	BCL2L11
83596	BCL2L12
23786	BCL2L13
79370	BCL2L14
440603	BCL2L15
598	BCL2L1
599	BCL2L2
596	BCL2
602	BCL3
255877	BCL6B
604	BCL6
605	BCL7A
9275	BCL7B
9274	BCL7C
606	NBEAP1
283149	BCL9L
607	BCL9
9774	BCLAF1
53630	BCO1
83875	BCO2
63035	BCORL1
286554	BCORP1
54880	BCOR
613	BCR
617	BCS1L
618	BCYRN1
622	BDH1
56898	BDH2
623	BDKRB1
624	BDKRB2
497258	BDNF-AS
627	BDNF
55814	BDP1
146227	BEAN1
8678	BECN1
57596	BEGAIN
139105	BEND2
57673	BEND3
389206	BEND4
79656	BEND5
221336	BEND6
222389	BEND7
7439	BEST1
54831	BEST2
144453	BEST3
266675	BEST4
51272	BET1L
10282	BET1
100128327	TRAPPC3L
55859	BEX1
84707	BEX2
56271	BEX4
340542	BEX5
497634	LINC00293
51283	BFAR
631	BFSP1
8419	BFSP2
632	BGLAP
633	BGN
168620	BHLHA15
80823	BHLHB9
27319	BHLHE22
128408	BHLHE23
8553	BHLHE40
79365	BHLHE41
23743	BHMT2
635	BHMT
80114	BICC1
636	BICD1
23299	BICD2
637	BID
638	BIK
274	BIN1
51411	BIN2
55909	BIN3
329	BIRC2
330	BIRC3
332	BIRC5
57448	BIRC6
79444	BIRC7
112401	BIRC8
54841	BIVM
10904	BLCAP
414899	BLID
640	BLK
642	BLMH
641	BLM
29760	BLNK
2647	BLOC1S1
282991	BLOC1S2
388552	BLOC1S3
644	BLVRA
645	BLVRB
8548	BLZF1
90427	BMF
648	BMI1
27302	BMP10
9210	BMP15
649	BMP1
55589	BMP2K
650	BMP2
651	BMP3
652	BMP4
653	BMP5
654	BMP6
655	BMP7
353500	BMP8A
656	BMP8B
168667	BMPER
657	BMPR1A
658	BMPR1B
659	BMPR2
729096	BMS1P4
399761	BMS1P5
9790	BMS1
660	BMX
646	BNC1
54796	BNC2
662	BNIP1
663	BNIP2
665	BNIP3L
664	BNIP3
149428	BNIPL
91653	BOC
259282	BOD1L1
91272	BOD1
666	BOK
51027	BOLA1
552900	BOLA2
388962	BOLA3
66037	BOLL
23246	BOP1
60467	BPESC1
669	BPGM
670	BPHL
80341	BPIFB2
254240	BPIFC
128859	BPIFB6
671	BPI
